acad,title,author,source,pyear,tc,ac,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
chenkeji,FDA acknowledges TCM belonging to whole medical systems,Cong Wei-Hong; Chen Ke-Ji,CHINESE JOURNAL OF INTEGRATIVE MEDICINE,2007,1,0.13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
chenkeji,Reexpression of Let-7g MicroRNA Inhibits the Proliferation and Migration via K-Ras/HMGA2/Snail Axis in Hepatocellular Carcinoma,"Chen, Ke-ji; Hou, Ying; Wang, Kui; Li, Jun; Xia, Yong; Yang, Xiao-yu; Lv, Gang; Xing, Xiang-Lei; Shen, Feng",BIOMED RESEARCH INTERNATIONAL,2014,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,GSTT1 null genotype contributes to hepatocellular carcinoma risk: a meta-analysis,"Chen, Ke-Ji; Fan, Fei; Wang, Yi; Wei, Gong-Tian; Hu, Lei; Xu, Feng",TUMOR BIOLOGY,2014,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Traditional Chinese Medicine Injection for Angina Pectoris: An Overview of Systematic Reviews,"Luo, Jing; Shang, Qinghua; Han, Mei; Chen, Keji; Xu, Hao",AMERICAN JOURNAL OF CHINESE MEDICINE,2014,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Platelet proteomics and its advanced application for research of blood stasis syndrome and activated blood circulation herbs of Chinese medicine,Liu Yue; Yin HuiJun; Chen KeJi,SCIENCE CHINA-LIFE SCIENCES,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Toxicity features of high glucose on endothelial cell cycle and protection by Dan Gua-Fang (a(1)ceae-(1)) in ECV-304 in high glucose medium,Heng Xian-pei; Chen Ke-ji; Hong Zhen-feng; He Wei-dong; Chu Ke-dan; Lin Jiu-mao; Zheng Hai-xia; Yang Liu-qing; Huang Su-ping; Lan Yuan-long; Chen Ling; Guo Fang,CHINESE JOURNAL OF INTEGRATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Complementary/Alternative Medicine in Cardiovascular Diseases 2013,"Chen, Ke-ji; Hui, Ka Kit; Lee, Myeong Soo; Xu, Hao",EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Potential benefits of Chinese Herbal Medicine for elderly patients with cardiovascular diseases,"Luo, Jing; Xu, Hao; Chen, Ke-Ji",JOURNAL OF GERIATRIC CARDIOLOGY,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,An overview of systematic reviews/meta-analyses,"Luo, Jing; Xu, Hao; Yang, Guoyan; Qiu, Yu; Liu, Jianping; Chen, Keji",CARDIOLOGY,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,A systematic review of randomized controlled trials,"Shang, Qinghua; Xu, Hao; Liu, Zhaolan; Chen, Keji; Liu, Jianping",CARDIOLOGY,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,ITIH4: A new biomarker of toxin syndrome in coronary heart disease patient identified with proteomic method,"Xu, Hao; Shang, Qinghua; Chen, Hao; Du, Jianpeng; Wen, Jianyan; Li, Geng; Shi, Dazhuo; Chen, Keji",CARDIOLOGY,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Oral Panax notoginseng Preparation for Coronary Heart Disease: A Systematic Review of Randomized Controlled Trials,"Shang, Qinghua; Xu, Hao; Liu, Zhaolan; Chen, Keji; Liu, Jianping",EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,ITIH4: A New Potential Biomarker of Toxin Syndrome in Coronary Heart Disease Patient Identified with Proteomic Method,"Xu, Hao; Shang, Qinghua; Chen, Hao; Du, Jianpeng; Wen, Jianyan; Li, Geng; Shi, Dazhuo; Chen, Keji",EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,The Expression of CD14(+)CD16(+) Monocyte Subpopulation in Coronary Heart Disease Patients with Blood Stasis Syndrome,"Huang, Ye; Wang, Jing-Shang; Yin, Hui-jun; Chen, Ke-ji",EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Systematic Review of Compound Danshen Dropping Pill: A Chinese Patent Medicine for Acute Myocardial Infarction,"Luo, Jing; Xu, Hao; Chen, Keji",EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,"Combination of Chinese Herbal Medicines and Conventional Treatment versus Conventional Treatment Alone in Patients with Acute Coronary Syndrome after Percutaneous Coronary Intervention (5C Trial): An Open-Label Randomized Controlled, Multicenter Study","Wang, Shao-Li; Wang, Cheng-Long; Wang, Pei-Li; Xu, Hao; Liu, Hong-Ying; Du, Jian-Peng; Zhang, Da-Wu; Gao, Zhu-Ye; Zhang, Lei; Fu, Chang-Geng; Lu, Shu-Zheng; You, Shi-Jie; Ge, Jun-Bo; Li, Tian-Chang; Wang, Xian; Yang, Guan-Lin; Liu, Hong-Xu; Mao, Jing-Yuan; Li, Rui-Jie; Chen, Li-Dian; Lu, Shu; Shi, Da-Zhuo; Chen, Ke-Ji",EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,"Gua Sha, an ancient technical management, for certain illness",Liu Mu-yun; Chen Ke-ji,CHINESE JOURNAL OF INTEGRATIVE MEDICINE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Effect of Huxin Formula (sic) on Reverse Cholesterol Transport in ApoE-Gene Knockout Mice,Jiang Wei; Li Song; Mao Wei; Yang Guang; Li Xin-mei; Zheng Guang-juan; Wu Huan-lin; Ruan Xin-min; Chen Ke-ji,CHINESE JOURNAL OF INTEGRATIVE MEDICINE,2012,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Efficient SIMD Optimization of HEVC Encoder over X86 Processors,"Chen, Keji; Duan, Yizhou; Yan, Leju; Sun, Jun; Guo, Zongming",2012 ASIA-PACIFIC SIGNAL AND INFORMATION PROCESSING ASSOCIATION ANNUAL SUMMIT AND CONFERENCE (APSIPA ASC),2012,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,An efficient approach to representing and mining knowledge from Qing court medical records,"Wang, Weimin; Zhang, Jingchun; Cao, Cong; Hou, Tao; Liu, Yue; Chen, Keji",FRONTIERS OF COMPUTER SCIENCE IN CHINA,2011,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,CXC Chemokine Ligand 16 as a Prognostic Marker in Patients with Intermediate Coronary Artery Lesions: A 2-Year Follow-Up Study,"Tan, Kai; Lu, Shuzheng; Chen, Yundai; Song, Xiantao; Wu, Xiaofan; Jin, Zening; Yuan, Fei; Zhou, Yuan; Li, Hong; Yang, Tingshu; Zhou, Yujie; Li, Zhizhong; Chen, Fang; Zhang, Shuyang; Guo, Lijun; Wang, Weimin; Zhao, Quanming; Huo, Yong; Yang, Xinchun; Liu, Jinghua; Chen, Buxing; Yan, Hongbing; Li, Hongwei; Ke, Yuannan; Chen, Keji; Shi, Dazhuo",TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,2011,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Effect of Chinese Herbal Medicine for Activating Blood Circulation and Detoxifying on Expression of Inflammatory Reaction and Tissue Damage Related Factors in Experimental Carotid Artery Thrombosis Rats,Xue Mei; Zhang Lu; Yang Lin; Jiang Yue-rong; Guo Chun-yu; Yin Hui-jun; Chen Ke-ji,CHINESE JOURNAL OF INTEGRATIVE MEDICINE,2010,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Investigation of gene expression profiles in coronary heart disease and functional analysis of target gene,Yin HuiJun; Ma XiaoJuan; Jiang YueRong; Shi DaZhuo; Chen KeJi,CHINESE SCIENCE BULLETIN,2009,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenkeji,Lipopolysaccharide induces upregulation of glyceraldehyde-3-phosphate dehydrogenase in rat liver and lungs,"Xie, Wenguang; Shao, Ningsheng; Ma, Xiaochang; Ling, Baodong; Wei, Yushu; Ding, Qinxue; Yang, Guang; Liu, Nongle; Wang, Huixin; Chen, Keji",ACTA PHARMACOLOGICA SINICA,2006,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenrunsheng,A draft sequence of the rice genome (Oryza sativa L. ssp indica),"Yu, J; Hu, SN; Wang, J; Wong, GKS; Li, SG; Liu, B; Deng, YJ; Dai, L; Zhou, Y; Zhang, XQ; Cao, ML; Liu, J; Sun, JD; Tang, JB; Chen, YJ; Huang, XB; Lin, W; Ye, C; Tong, W; Cong, LJ; Geng, JN; Han, YJ; Li, L; Li, W; Hu, GQ; Huang, XG; Li, WJ; Li, J; Liu, ZW; Li, L; Liu, JP; Qi, QH; Liu, JS; Li, L; Li, T; Wang, XG; Lu, H; Wu, TT; Zhu, M; Ni, PX; Han, H; Dong, W; Ren, XY; Feng, XL; Cui, P; Li, XR; Wang, H; Xu, X; Zhai, WX; Xu, Z; Zhang, JS; He, SJ; Zhang, JG; Xu, JC; Zhang, KL; Zheng, XW; Dong, JH; Zeng, WY; Tao, L; Ye, J; Tan, J; Ren, XD; Chen, XW; He, J; Liu, DF; Tian, W; Tian, CG; Xia, HG; Bao, QY; Li, G; Gao, H; Cao, T; Wang, J; Zhao, WM; Li, P; Chen, W; Wang, XD; Zhang, Y; Hu, JF; Wang, J; Liu, S; Yang, J; Zhang, GY; Xiong, YQ; Li, ZJ; Mao, L; Zhou, CS; Zhu, Z; Chen, RS; Hao, BL; Zheng, WM; Chen, SY; Guo, W; Li, GJ; Liu, SQ; Tao, M; Wang, J; Zhu, LH; Yuan, LP; Yang, HM",SCIENCE,2002,1578,121.38 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,218,213,208,142,136,104,103,110,86,81,75,18
chenrunsheng,Genome sequence of Shigella flexneri 2a: insights into pathogenicity through comparison with genomes of Escherichia coli K12 and O157,"Jin, Q; Yuan, ZH; Xu, JG; Wang, Y; Shen, Y; Lu, WC; Wang, JH; Liu, H; Yang, J; Yang, F; Zhang, XB; Zhang, JY; Yang, GW; Wu, HT; Qu, D; Dong, J; Sun, LL; Xue, Y; Zhao, AL; Gao, YS; Zhu, JP; Kan, B; Ding, KY; Chen, SX; Cheng, HS; Yao, ZJ; He, BK; Chen, RS; Ma, DL; Qiang, BQ; Wen, YM; Hou, YD; Yu, J",NUCLEIC ACIDS RESEARCH,2002,287,22.08 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,35,43,31,22,22,21,14,15,17,5
chenrunsheng,Topological structure analysis of the protein-protein interaction network in budding yeast,"Bu, DB; Zhao, Y; Cai, L; Xue, H; Zhu, XP; Lu, HC; Zhang, JF; Sun, SW; Ling, LJ; Zhang, N; Li, GJ; Chen, RS",NUCLEIC ACIDS RESEARCH,2003,204,17.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,24,21,13,20,27,24,20,22,5
chenrunsheng,A complete sequence of the T tengcongensis genome,"Bao, QY; Tian, YQ; Li, W; Xu, ZY; Xuan, ZY; Hu, SN; Dong, W; Yang, J; Chen, YJ; Xue, YF; Xu, Y; Lai, XQ; Huang, L; Dong, XZ; Ma, YH; Ling, LJ; Tan, HR; Chen, RS; Wang, J; Yu, J; Yang, HM",GENOME RESEARCH,2002,161,12.38 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,24,20,10,16,18,7,11,10,8,11,2
chenrunsheng,Evolutionarily conserved multisubunit RBL2/p130 and E2F4 protein complex represses human cell cycle-dependent genes in quiescence,"Litovchick, Larisa; Sadasivam, Subhashini; Florens, Laurence; Zhu, Xiaopeng; Swanson, Selene K.; Velmurugan, Soundarapandian; Chen, Runsheng; Washburn, Michael P.; Liu, X. Shirley; DeCaprio, James A.",MOLECULAR CELL,2007,125,15.63 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,14,21,32,22,3
chenrunsheng,Global Epigenetic and Transcriptional Trends among Two Rice Subspecies and Their Reciprocal Hybrids,"He, Guangming; Zhu, Xiaopeng; Elling, Axel A.; Chen, Liangbi; Wang, Xiangfeng; Guo, Lan; Liang, Manzhong; He, Hang; Zhang, Huiyong; Chen, Fangfang; Qi, Yijun; Chen, Runsheng; Deng, Xing-Wang",PLANT CELL,2010,110,22.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,38,37,3
chenrunsheng,NONCODE: an integrated knowledge database of non-coding RNAs,"Liu, CN; Bai, BY; Skogerbo, G; Cai, L; Deng, W; Zhang, Y; Bu, DB; Zhao, Y; Chen, RS",NUCLEIC ACIDS RESEARCH,2005,79,7.90 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,18,8,9,10,9,7,7,1
chenrunsheng,Model-based analysis of two-color arrays (MA2C),"Song, Jun S.; Johnson, W. Evan; Zhu, Xiaopeng; Zhang, Xinmin; Li, Wei; Manrai, Arjun K.; Liu, Jun S.; Chen, Runsheng; Liu, X. Shirley",GENOME BIOLOGY,2007,74,9.25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,20,13,10,2
chenrunsheng,"Organization of the Caenorhabditis elegans small non-coding transcriptome: Genomic features, biogenesis, and expression","Deng, W; Zhu, XP; Skogerbo, G; Zhao, Y; Fu, Z; Wang, YD; He, HS; Cai, L; Sun, H; Liu, CN; Li, B; Bai, BY; Wang, J; Jia, D; Sun, SW; He, H; Cui, Y; Wang, Y; Bu, DB; Chen, RS",GENOME RESEARCH,2006,70,7.78 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,12,6,8,6,4,0
chenrunsheng,NONCODE v2.0: decoding the non-coding,"He, Shunmin; Liu, Changning; Skogerbo, Geir; Zhao, Haitao; Wang, Jie; Liu, Tao; Bai, Baoyan; Zhao, Yi; Chen, Runsheng",NUCLEIC ACIDS RESEARCH,2008,56,8.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,9,14,8,2
chenrunsheng,NONCODE v3.0: integrative annotation of long noncoding RNAs,"Bu, Dechao; Yu, Kuntao; Sun, Silong; Xie, Chaoyong; Skogerbo, Geir; Miao, Ruoyu; Xiao, Hui; Liao, Qi; Luo, Haitao; Zhao, Guoguang; Zhao, Haitao; Liu, Zhiyong; Liu, Changning; Chen, Runsheng; Zhao, Yi",NUCLEIC ACIDS RESEARCH,2012,48,16.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,6
chenrunsheng,Association study with 33 single-nucleotide polymorphisms in 11 candidate genes for hypertension in Chinese,"Gu, DF; Su, SY; Ge, DL; Chen, SF; Huang, JF; Li, B; Chen, RS; Qiang, BQ",HYPERTENSION,2006,48,5.33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,8,8,7,5,1,0
chenrunsheng,Calculation of hopping conductivity in aperiodic nucleotide base stacks,"Ye, YJ; Chen, RS; Martinez, A; Otto, P; Ladik, J",SOLID STATE COMMUNICATIONS,1999,48,3.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,6,4,2,5,0,3,2,1,2,1,0
chenrunsheng,Transcriptional inhibiton of Hoxd4 expression by miRNA-10a in human breast cancer cells,"Tan, Yuliang; Zhang, Bo; Wu, Tao; Skogerbo, Geir; Zhu, Xiaopeng; Guo, Xiangqian; He, Shunmin; Chen, Runsheng",BMC MOLECULAR BIOLOGY,2009,45,7.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,12,12,1
chenrunsheng,Mapping the C-elegans noncoding transcriptome with a whole-genome tiling microarray,"He, Housheng; Wang, Jie; Liu, Tao; Liu, X. Shirley; Li, Tiantian; Wang, Yunfei; Qian, Zuwei; Zheng, Haixia; Zhu, Xiaopeng; Wu, Tao; Shi, Baochen; Deng, Wei; Zhou, Wei; Skogerbo, Geir; Chen, Runsheng",GENOME RESEARCH,2007,41,5.13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,8,5,1,0
chenrunsheng,Testifying the rice bacterial blight resistance gene xa5 by genetic complementation and further analyzing xa5 (Xa5) in comparison with its homolog TFIIA gamma 1,"Jiang, GH; Xia, ZH; Zhou, YL; Wan, J; Li, DY; Chen, RS; Zhai, WX; Zhu, LH",MOLECULAR GENETICS AND GENOMICS,2006,40,4.44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,6,7,6,3,4,0
chenrunsheng,Protein folding simulation with genetic algorithm and supersecondary structure constraints,"Cui, Y; Chen, RS; Wong, WH",PROTEINS-STRUCTURE FUNCTION AND GENETICS,1998,37,2.18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,2,1,3,2,1,5,2,6,3,2,2,0
chenrunsheng,Global Identification and Characterization of Transcriptionally Active Regions in the Rice Genome,"Li, Lei; Wang, Xiangfeng; Sasidharan, Rajkumar; Stolc, Viktor; Deng, Wei; He, Hang; Korbel, Jan; Chen, Xuewei; Tongprasit, Waraporn; Ronald, Pamela; Chen, Runsheng; Gerstein, Mark; Deng, Xing Wang",PLOS ONE,2007,36,4.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,9,6,4,2,2,0
chenrunsheng,Evolution and migration history of the Chinese population inferred from Chinese Y-chromosome evidence,"Deng, W; Shi, BC; He, XL; Zhang, ZH; Xu, J; Li, B; Yang, J; Ling, LJ; Dai, CP; Qiang, BQ; Shen, Y; Chen, RS",JOURNAL OF HUMAN GENETICS,2004,32,2.91 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,3,0,7,3,2,3,0
chenrunsheng,Haplotype analysis of the matrix metalloproteinase 3 gene and myocardial infarction in a Chinese Han population - The Beijing atherosclerosis study,"Zhou, XY; Huang, JF; Chen, JH; Su, SY; Chen, RS; Gu, DF",THROMBOSIS AND HAEMOSTASIS,2004,31,2.82 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,5,6,2,6,2,0
chenrunsheng,Conservation analysis of small RNA genes in Escherichia coli,"Zhang, Y; Zhang, ZH; Ling, LJ; Shi, BC; Chen, RS",BIOINFORMATICS,2004,29,2.64 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,6,7,3,2,2,0,0
